location,LON,LAT,YEAR,MM,DD,DOY,date,ALLSKY_SFC_LW_DWN,ALLSKY_SFC_SW_DWN,ALLSKY_TOA_SW_DWN,PRECTOT,PS,RH2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,TS,WS10M
TXH1,-96.43185,30.54531,2019,7,17,198,2019-07-17,36.32,24.83,40.38,0.19,100.4,69.54,29.41,23.39,23.24,35,24.54,29.92,4.17
TXH1,-96.43185,30.54531,2019,7,18,199,2019-07-18,35.9,24.34,40.32,0.04,100.32,60.72,30.36,22.07,21.84,37.66,24.07,31.28,4.63
TXH1,-96.43185,30.54531,2019,7,19,200,2019-07-19,35.62,25.57,40.26,0,100.25,62.9,30.32,22.62,22.44,37.16,24.43,31.37,4.72
TXH1,-96.43185,30.54531,2019,7,20,201,2019-07-20,34.77,26.46,40.2,0,100.18,58.7,30.37,21.53,21.25,37.72,24.52,31.46,4.14
TXH1,-96.43185,30.54531,2019,7,21,202,2019-07-21,34.91,27.22,40.14,0.04,100.2,62.64,29.37,21.65,21.4,35.44,23.39,30.17,3.16
TXH1,-96.43185,30.54531,2019,7,22,203,2019-07-22,36.93,25.44,40.07,1.63,100.26,62.12,30.13,22.23,21.96,36.94,24.27,31.24,1.78
TXH1,-96.43185,30.54531,2019,7,23,204,2019-07-23,35.1,24.49,40,1.25,100.41,62.27,28.36,20.59,20.27,33.98,23.43,29.41,5.23
TXH1,-96.43185,30.54531,2019,7,24,205,2019-07-24,29.12,28.89,39.93,0,100.6,49.13,26.05,14.6,14.31,32.98,20.13,27.19,4.32
TXH1,-96.43185,30.54531,2019,7,25,206,2019-07-25,29.78,28.07,39.86,0,100.58,48.86,26.27,14.71,14.6,34.16,18.92,27.7,2.93
TXH1,-96.43185,30.54531,2019,7,26,207,2019-07-26,32.28,26.46,39.78,0,100.66,49.86,27.73,16.38,16.17,35.27,19.64,28.94,1.93
TXH1,-96.43185,30.54531,2019,7,27,208,2019-07-27,35.47,23.69,39.71,0.01,100.64,56.89,30.22,20.86,20.68,37.01,23.62,31.85,2.25
TXH1,-96.43185,30.54531,2019,7,28,209,2019-07-28,36.36,23.63,39.63,2.05,100.52,64,29.68,22.29,22.1,35.56,24.14,30.82,4.34
TXH1,-96.43185,30.54531,2019,7,29,210,2019-07-29,36.82,23.74,39.54,0.83,100.34,58.49,30.65,21.73,21.47,38.05,24.2,32.05,4.06
TXH1,-96.43185,30.54531,2019,7,30,211,2019-07-30,36.52,26.32,39.46,1.07,100.32,57.32,30.45,21.21,20.9,37.81,24.62,31.96,2.92
TXH1,-96.43185,30.54531,2019,7,31,212,2019-07-31,36.39,24.88,39.37,0.62,100.36,57.48,30.9,21.67,21.44,38.13,24.26,32.86,1.89
TXH1,-96.43185,30.54531,2019,8,1,213,2019-08-01,37.29,25.33,39.28,0.02,100.36,55.31,31.32,21.42,21.2,37.81,24.9,33.39,2.32
TXH1,-96.43185,30.54531,2019,8,2,214,2019-08-02,38.1,22.44,39.19,0.35,100.23,52.03,31.59,20.66,20.49,38.49,25.09,33.81,2.09
TXH1,-96.43185,30.54531,2019,8,3,215,2019-08-03,38.04,11.87,39.1,0.95,100.15,65.17,28.86,21.81,21.65,32.58,25.42,29.99,2.22
TXH1,-96.43185,30.54531,2019,8,4,216,2019-08-04,37.9,21.67,39,3.05,100.15,58.71,30.61,21.75,21.56,36.84,25.52,32.57,1.62
TXH1,-96.43185,30.54531,2019,8,5,217,2019-08-05,37.92,23.27,38.9,2.31,100.15,59.09,31.04,22.26,22.07,37.04,25.07,33.1,1.83
TXH1,-96.43185,30.54531,2019,8,6,218,2019-08-06,37.11,25.21,38.8,0.26,100.1,54.47,32,21.81,21.58,38.86,25.49,34.08,2.65
TXH1,-96.43185,30.54531,2019,8,7,219,2019-08-07,37.25,25.46,38.7,0.04,100.06,51.51,32.21,21.07,20.79,39.4,25.58,33.97,3.91
TXH1,-96.43185,30.54531,2019,8,8,220,2019-08-08,37.26,24.26,38.59,0.03,100.05,52.58,32.53,21.7,21.47,40.07,25.42,34.26,4.49
TXH1,-96.43185,30.54531,2019,8,9,221,2019-08-09,36.94,24.74,38.48,0.01,100.07,50.6,32.92,21.42,21.1,40.94,26.23,34.59,4.84
TXH1,-96.43185,30.54531,2019,8,10,222,2019-08-10,35.81,25.71,38.37,0,100.11,49.79,32.9,21.13,20.92,41.07,25.37,34.99,3.91
TXH1,-96.43185,30.54531,2019,8,11,223,2019-08-11,36.86,25.35,38.26,0,100.2,49.54,32.88,21.03,20.8,40.24,25.65,34.88,3.77
TXH1,-96.43185,30.54531,2019,8,12,224,2019-08-12,36.51,26.23,38.14,0,100.04,47.33,33.5,20.84,20.55,41.19,26.02,35.63,4.09
TXH1,-96.43185,30.54531,2019,8,13,225,2019-08-13,36.82,26.02,38.03,0,100.02,44.97,33.72,20.18,19.86,41.51,25.94,36.31,3
TXH1,-96.43185,30.54531,2019,8,14,226,2019-08-14,37.91,25.39,37.9,2.29,100.21,50.98,32.94,21.57,21.38,38.93,27.26,35.28,2.56
TXH1,-96.43185,30.54531,2019,8,15,227,2019-08-15,37.32,24.24,37.78,1.19,100.2,54.88,32.08,22.01,21.65,38.59,26.32,34.06,2.26
TXH1,-96.43185,30.54531,2019,8,16,228,2019-08-16,37.74,23.92,37.65,0.19,100.08,50.74,32.75,21.31,21.15,39.74,26.12,35.47,2.85
TXH1,-96.43185,30.54531,2019,8,17,229,2019-08-17,37.75,24.58,37.52,0.12,99.92,51.83,33.01,21.91,21.72,39.92,26.75,35.2,4.69
TXH1,-96.43185,30.54531,2019,8,18,230,2019-08-18,36.98,24.51,37.39,0.03,99.98,51.98,33.25,22.18,21.96,40.41,27.11,35.26,5.33
TXH1,-96.43185,30.54531,2019,8,19,231,2019-08-19,37.13,22.96,37.26,0.16,100.23,53.42,33.2,22.6,22.31,40.26,26.82,35.56,3.77
TXH1,-96.43185,30.54531,2019,8,20,232,2019-08-20,37.17,23.68,37.12,0.65,100.35,48.05,32.87,20.51,20.27,39.23,27.18,35.39,3.15
TXH1,-96.43185,30.54531,2019,8,21,233,2019-08-21,36.86,23.98,37.01,0.3,100.32,49.41,31.89,20.08,19.85,38.33,25.65,34.09,3.21
TXH1,-96.43185,30.54531,2019,8,22,234,2019-08-22,36.62,24.15,36.9,0.05,100.13,53.67,31.42,21.02,20.8,37.51,25.39,33.19,3.78
TXH1,-96.43185,30.54531,2019,8,23,235,2019-08-23,38.01,21.68,36.78,0.78,100.03,63.54,30.5,22.96,22.75,36.51,26.16,32.42,3.28
TXH4,-89.38439,43.07472,2019,5,2,122,2019-05-02,27.51,10.03,37.3,2.04,98.66,88.99,7.28,5.57,5.56,11.15,4.13,7.6,2.48
TXH4,-89.38439,43.07472,2019,5,3,123,2019-05-03,25.58,16.04,37.47,0.34,98.57,80.53,9.21,6.05,6.05,13.9,4.35,9.13,1.66
TXH4,-89.38439,43.07472,2019,5,4,124,2019-05-04,24.91,24.75,37.65,0.02,98.17,82.93,11.35,8.56,8.43,18.49,3.98,11.71,3.22
TXH4,-89.38439,43.07472,2019,5,5,125,2019-05-05,27.74,23.42,37.82,7.36,97.77,83.36,14.4,11.63,11.41,20.75,7.59,14.27,4.34
TXH4,-89.38439,43.07472,2019,5,6,126,2019-05-06,28.69,19.82,37.98,4.01,98.36,86.02,11.48,9.22,9.15,14.74,8.29,11.98,3.79
TXH4,-89.38439,43.07472,2019,5,7,127,2019-05-07,26.34,23.65,38.14,0.14,99.1,73.46,7.76,3.35,3.26,12.55,3.88,8.2,5.51
TXH4,-89.38439,43.07472,2019,5,8,128,2019-05-08,28.28,3.06,38.3,16.63,98.13,93.32,7.89,6.85,6.11,16.36,3.52,7.84,8.3
TXH4,-89.38439,43.07472,2019,5,9,129,2019-05-09,29.27,7.33,38.46,5.79,97.49,91.98,9.4,8.14,7.67,14.1,2.99,9.62,5.74
TXH4,-89.38439,43.07472,2019,5,10,130,2019-05-10,25.21,22.15,38.61,0.01,98.62,74.99,8.27,4.14,4.07,13.92,1.37,8.85,3.16
TXH4,-89.38439,43.07472,2019,5,11,131,2019-05-11,25.27,10.81,38.75,0.07,98.51,83.33,7.51,4.86,4.85,11.51,3.06,7.33,3.44
TXH4,-89.38439,43.07472,2019,5,12,132,2019-05-12,25.33,12.77,38.9,0.05,97.95,77.14,7.6,3.88,3.83,13.11,0.53,7.64,3.14
TXH4,-89.38439,43.07472,2019,5,13,133,2019-05-13,23.63,27.2,39.04,0,98.09,73.93,9.9,5.51,5.35,16.44,1.28,10.3,3.03
TXH4,-89.38439,43.07472,2019,5,14,134,2019-05-14,26.43,24.79,39.17,0,98.25,75.58,13.05,8.88,8.72,19.65,4.67,13.19,3.58
TXH4,-89.38439,43.07472,2019,5,15,135,2019-05-15,28.11,23.51,39.3,0.1,98.08,78.33,16.26,12.52,12.41,22.52,7.82,16.39,2.86
TXH4,-89.38439,43.07472,2019,5,16,136,2019-05-16,31.88,13.73,39.43,6.23,97.44,86.33,19.13,16.8,16.56,24.76,13.65,18.81,5.32
TXH4,-89.38439,43.07472,2019,5,17,137,2019-05-17,29.69,11.95,39.55,10.51,97.98,84.17,9.45,6.91,6.64,15.5,6.53,9.7,5.51
TXH4,-89.38439,43.07472,2019,5,18,138,2019-05-18,31.55,9.83,39.67,4.14,97.49,95.35,13.18,12.44,11.47,21.18,5.58,13.72,4.77
TXH4,-89.38439,43.07472,2019,5,19,139,2019-05-19,29.41,8.78,39.79,10.52,96.98,88.91,11.21,9.43,9.14,17.56,5.61,11.66,6.93
TXH4,-89.38439,43.07472,2019,5,20,140,2019-05-20,26.95,15.62,39.9,0.02,98.47,77.08,8.81,5.04,4.97,14.34,2.69,9.57,4.73
TXH4,-89.38439,43.07472,2019,5,21,141,2019-05-21,29.35,10.78,40.01,4.31,98.36,77.85,8.69,5.07,5.06,11.96,5.17,8.68,7.95
TXH4,-89.38439,43.07472,2019,5,22,142,2019-05-22,29.6,23.56,40.11,9.48,97.56,83.57,16.37,13.59,13.15,23.56,7.56,16.22,7.61
TXH4,-89.38439,43.07472,2019,5,23,143,2019-05-23,27.98,25.12,40.21,0.35,98.25,78.71,14.84,11.21,11.16,19.6,10.03,14.97,5.73
TXH4,-89.38439,43.07472,2019,5,24,144,2019-05-24,31.72,7.86,40.31,29.77,98.18,92.54,14.91,13.69,13.38,19.27,10.17,14.91,5.4
TXH4,-89.38439,43.07472,2019,5,25,145,2019-05-25,29.63,27.43,40.4,2.15,97.85,84.97,19.1,16.52,16.48,23.63,14.35,18.82,5.3
TXH4,-89.38439,43.07472,2019,5,26,146,2019-05-26,28.41,27.28,40.49,0.06,98.43,76.01,16.77,12.58,12.51,22.39,11.04,17.28,2.48
TXH4,-89.38439,43.07472,2019,5,27,147,2019-05-27,30.85,4.12,40.58,14.64,97.74,90.46,14.14,12.58,12.33,17.1,10.03,14.12,5.23
TXH4,-89.38439,43.07472,2019,5,28,148,2019-05-28,31.11,9.1,40.66,1.44,97.48,87.42,12.74,10.69,10.64,16.87,8.98,13.28,4.39
TXH4,-89.38439,43.07472,2019,5,29,149,2019-05-29,31.7,18.04,40.73,1.73,97.44,86.47,15.32,13.07,12.92,20.73,9.88,15.68,2.11
TXH4,-89.38439,43.07472,2019,5,30,150,2019-05-30,30.83,22.13,40.81,3.38,97.49,78.35,18.61,14.82,14.76,23.52,14.12,17.95,2.01
TXH4,-89.38439,43.07472,2019,5,31,151,2019-05-31,29.73,28.91,40.88,0.57,97.66,81.13,20.13,16.82,16.51,25.99,12.32,19.59,5.02
TXH4,-89.38439,43.07472,2019,6,1,152,2019-06-01,30.8,13.1,40.96,5.45,97.6,89.64,17.19,15.46,15.32,21.08,12.2,17.25,2.46
TXH4,-89.38439,43.07472,2019,6,2,153,2019-06-02,25.81,27.96,41.04,0.01,98.19,72.47,14.28,9.46,9.36,19.68,8.17,14.46,4.44
TXH4,-89.38439,43.07472,2019,6,3,154,2019-06-03,27.24,24.77,41.11,0.01,98.57,78.24,13.22,9.54,9.08,19.7,5.37,13.74,3.92
TXH4,-89.38439,43.07472,2019,6,4,155,2019-06-04,32.27,20.24,41.19,7.64,97.84,93.94,18.02,17.01,16.79,22.6,11.76,17.89,4.72
TXH4,-89.38439,43.07472,2019,6,5,156,2019-06-05,31.95,26.58,41.25,1.66,97.47,85.61,21.12,18.63,18.58,25.82,16.02,21.22,3.43
TXH4,-89.38439,43.07472,2019,6,6,157,2019-06-06,29.29,28.7,41.31,0.06,97.96,78.02,19.64,15.76,15.6,26.34,12.7,20.42,2.08
TXH4,-89.38439,43.07472,2019,6,7,158,2019-06-07,27.91,29.83,41.37,0,98.24,78.26,19.28,15.45,15.28,26.23,11.86,19.5,3.19
TXH4,-89.38439,43.07472,2019,6,8,159,2019-06-08,27.84,29.89,41.43,0.15,98.38,76.53,18.32,14.18,14.06,24.55,11.14,18.4,4.21
TXH4,-89.38439,43.07472,2019,6,9,160,2019-06-09,34.46,12.72,41.48,2,98.22,84.99,18.29,15.73,15.6,23.41,13.08,18.74,3.07
TXH4,-89.38439,43.07472,2019,6,10,161,2019-06-10,27.27,28.05,41.52,0.56,98.69,69.02,16.48,10.86,10.76,20.89,12.12,16.09,6.28
TXH4,-89.38439,43.07472,2019,6,11,162,2019-06-11,29.47,9.61,41.56,0.73,98.61,72.95,17.32,12.49,12.35,23,11.2,16.8,2.54
TXH4,-89.38439,43.07472,2019,6,12,163,2019-06-12,30.22,5.58,41.6,18.8,97.94,89.23,14.31,12.55,12.51,18.14,9.59,14.49,3.53
TXH4,-89.38439,43.07472,2019,6,13,164,2019-06-13,24.67,29.6,41.63,0.12,98.11,70.75,13.44,8.3,8.23,18.83,8.07,13.6,5.72
TXH4,-89.38439,43.07472,2019,6,14,165,2019-06-14,30.13,14.42,41.66,1.06,97.8,78.74,16.47,12.8,12.39,22.87,8.75,16.06,7.24
TXH4,-89.38439,43.07472,2019,6,15,166,2019-06-15,32.12,15.16,41.68,2.27,97.5,87.75,17.29,15.23,14.95,23.73,10.72,17.64,4.31
TXH4,-89.38439,43.07472,2019,6,16,167,2019-06-16,31.37,8.81,41.7,6.21,97.89,85.14,13.57,11.12,11.07,18.49,10.01,14.31,4.13
TXH4,-89.38439,43.07472,2019,6,17,168,2019-06-17,30.5,23.8,41.72,0.05,98.24,81.41,16.75,13.57,13.3,23.12,8.99,17.72,1.83
TXH4,-89.38439,43.07472,2019,6,18,169,2019-06-18,32.77,13.65,41.73,0.72,98.03,86.94,19.08,16.86,16.82,23.09,13.63,19.37,2.66
TXH4,-89.38439,43.07472,2019,6,19,170,2019-06-19,31.89,17.41,41.73,5.19,97.57,87.6,16.83,14.75,14.73,19.93,12.88,16.9,3.62
TXH4,-89.38439,43.07472,2019,6,20,171,2019-06-20,29.67,21.75,41.74,0.13,97.58,80.62,16.47,13.16,13.07,21.25,11.72,16.73,3.94
TXH4,-89.38439,43.07472,2019,6,21,172,2019-06-21,31.59,20,41.73,0.47,98.27,74.93,16.39,11.99,11.87,21.88,11.37,16.08,3.45
TXH4,-89.38439,43.07472,2019,6,22,173,2019-06-22,31.44,23.03,41.73,0.35,98.34,81.72,17.91,14.77,14.54,23.9,10.82,18.12,5.57
TXH4,-89.38439,43.07472,2019,6,23,174,2019-06-23,34.3,7.8,41.71,3.02,97.66,92.18,20.42,19.09,19.06,23.06,17.28,20.4,4.96
TXH4,-89.38439,43.07472,2019,6,24,175,2019-06-24,32.48,5.14,41.7,16.52,97,88.37,20.49,18.49,18.48,23.85,16.81,20.42,4.01
TXH4,-89.38439,43.07472,2019,6,25,176,2019-06-25,30.8,13.9,41.68,2.16,97.68,82.12,20.86,17.73,17.63,26.39,13.98,20.67,5.42
TXH4,-89.38439,43.07472,2019,6,26,177,2019-06-26,31.5,21.02,41.65,0,98.4,69.57,22.68,16.94,16.83,27.76,15.34,22.52,2.36
TXH4,-89.38439,43.07472,2019,6,27,178,2019-06-27,33.31,16.65,41.62,19.17,98.68,85.04,23.72,21.07,20.96,28.62,18.18,23.56,3.07
TXH4,-89.38439,43.07472,2019,6,28,179,2019-06-28,34.53,21.43,41.59,10.97,98.55,83.67,24.27,21.36,21.33,28.21,20.93,24.22,2.8
TXH4,-89.38439,43.07472,2019,6,29,180,2019-06-29,33.32,26.59,41.55,0.01,98.53,75.29,25.54,20.94,20.79,29.96,20.41,25.45,1.43
TXH4,-89.38439,43.07472,2019,6,30,181,2019-06-30,35.86,15.57,41.51,8.43,98.33,90.31,25,23.3,23.26,28.68,20.94,24.66,2.48
TXH4,-89.38439,43.07472,2019,7,1,182,2019-07-01,36,24.11,41.47,6.73,98.15,83.26,25.5,22.48,22.45,29.2,21.28,25.11,1.91
TXH4,-89.38439,43.07472,2019,7,2,183,2019-07-02,35.72,21.67,41.42,7.35,97.84,88.15,24.41,22.32,22.3,28.02,21.4,24.03,2.92
TXH4,-89.38439,43.07472,2019,7,3,184,2019-07-03,34.36,23.71,41.36,6.53,97.98,83.44,23.37,20.44,20.4,26.67,20.51,23.22,2.72
TXH4,-89.38439,43.07472,2019,7,4,185,2019-07-04,35.34,25.87,41.31,4.17,98.04,89.11,24.17,22.26,22.19,28.13,19.81,23.99,3.3
TXH4,-89.38439,43.07472,2019,7,5,186,2019-07-05,34.85,22.75,41.24,3.11,98.24,83.57,25.19,22.25,22.21,28.6,21.28,25.11,2.2
TXH4,-89.38439,43.07472,2019,7,6,187,2019-07-06,34.05,17.26,41.18,9.47,98.45,84.16,21.13,18.36,18.28,23.98,15.77,21.11,4.99
TXH4,-89.38439,43.07472,2019,7,7,188,2019-07-07,29.08,28.85,41.11,0,98.56,73.17,19.41,14.56,14.48,24.94,13.92,19.57,3.46
TXH4,-89.38439,43.07472,2019,7,8,189,2019-07-08,29.58,28.13,41.03,0.01,98.51,74.38,19.83,15.22,15.05,25.39,13.67,19.68,2.66
TXH4,-89.38439,43.07472,2019,7,9,190,2019-07-09,33.84,18.91,40.95,2.56,98.17,83.3,22.22,19.28,19.02,27.96,14.81,22.03,4.64
TXH4,-89.38439,43.07472,2019,7,10,191,2019-07-10,32.82,28.32,40.87,0.53,97.87,82.44,24.32,21.17,21.09,28.53,19.85,24.04,4.94
TXH4,-89.38439,43.07472,2019,7,11,192,2019-07-11,29.2,29.14,40.78,0.01,98.14,78.17,21.13,17.23,17.17,25.29,17.09,21.1,3.79
TXH4,-89.38439,43.07472,2019,7,12,193,2019-07-12,30.58,28.84,40.69,0,98.1,77.91,22.17,18.19,18.03,27.26,14.52,21.92,3.22
TXH4,-89.38439,43.07472,2019,7,13,194,2019-07-13,33.54,25.05,40.61,0.01,98.24,79.77,24.28,20.61,20.56,28.81,19.94,24.27,3.15
TXH4,-89.38439,43.07472,2019,7,14,195,2019-07-14,33.86,27.69,40.53,0.2,98.54,84.07,24.2,21.36,21.15,29.09,17.65,24.41,2.99
TXH4,-89.38439,43.07472,2019,7,15,196,2019-07-15,35.67,23.29,40.44,0.24,98.21,83.93,25.17,22.29,22.27,28.38,21.55,24.96,5.71
TXH4,-89.38439,43.07472,2019,7,16,197,2019-07-16,34.88,26.24,40.36,1.51,97.91,82.28,25.02,21.83,21.75,29.09,19.93,25.28,2.47
TXH4,-89.38439,43.07472,2019,7,17,198,2019-07-17,35.42,21.48,40.26,12.53,97.95,82.35,25.59,22.4,22.36,30.17,20.91,25.78,2.69
TXH4,-89.38439,43.07472,2019,7,18,199,2019-07-18,36.24,18.22,40.17,17.66,97.57,91.04,25.07,23.49,23.48,27.42,22.41,24.91,4.96
TXH4,-89.38439,43.07472,2019,7,19,200,2019-07-19,37.69,27.09,40.07,12.29,97.48,90.73,27.78,26.12,26.13,30.36,25.72,27.42,4.58
TXH4,-89.38439,43.07472,2019,7,20,201,2019-07-20,37.55,4.55,39.96,11.46,97.74,93.47,25.85,24.7,24.54,29.69,19.78,25.69,4.3
TXH4,-89.38439,43.07472,2019,7,21,202,2019-07-21,32.9,24.12,39.86,5.3,98.25,80.57,21.3,17.87,17.84,25.45,17.78,21.44,3.12
TXH4,-89.38439,43.07472,2019,7,22,203,2019-07-22,29.47,26.85,39.75,0.02,98.59,72.92,19.03,14.14,14.03,22.75,15.96,19.19,4.4
TXH4,-89.38439,43.07472,2019,7,23,204,2019-07-23,29.01,27.37,39.63,0.29,98.66,78.65,19.88,16.11,16.03,24.32,14.8,19.76,4.39
TXH4,-89.38439,43.07472,2019,7,24,205,2019-07-24,30,26.87,39.51,0.03,98.76,75.13,21.56,17.04,16.96,26.95,14.94,21.51,1.82
TXH4,-89.38439,43.07472,2019,7,25,206,2019-07-25,30.64,24.37,39.39,0.01,98.76,77.71,21.98,17.97,17.85,26.96,16.29,21.84,3.53
TXH4,-89.38439,43.07472,2019,7,26,207,2019-07-26,34.05,13.69,39.27,0.6,98.62,81.95,22.21,19.01,18.9,25.96,17.27,22.05,5.72
TXH4,-89.38439,43.07472,2019,7,27,208,2019-07-27,33.33,24.85,39.14,1.03,98.32,83.4,24.39,21.42,21.37,28.47,20.27,24.21,5.14
TXH4,-89.38439,43.07472,2019,7,28,209,2019-07-28,34,17.88,39.01,0.76,98.18,83.48,24.35,21.41,21.31,28.69,20.84,23.75,3.3
TXH4,-89.38439,43.07472,2019,7,29,210,2019-07-29,31.96,25.09,38.87,6.79,97.81,80.53,22.8,19.32,19.26,26.51,18.97,22.83,4.58
TXH4,-89.38439,43.07472,2019,7,30,211,2019-07-30,28.99,21.92,38.73,0.01,98.45,76.49,19.04,14.87,14.82,22.65,14.56,19.53,3.47
TXH4,-89.38439,43.07472,2019,7,31,212,2019-07-31,27.79,26.38,38.59,0,98.83,73.53,19.52,14.74,14.65,24.79,14.24,19.67,1.28
TXH4,-89.38439,43.07472,2019,8,1,213,2019-08-01,28.5,26.89,38.44,0,98.91,65.47,19.82,13.26,13.12,25.42,13.41,19.54,1.75
TXH4,-89.38439,43.07472,2019,8,2,214,2019-08-02,30.98,25.91,38.3,0,98.76,66.37,21.94,15.49,15.25,27.2,15.14,21.45,1.2
TXH4,-89.38439,43.07472,2019,8,3,215,2019-08-03,33.9,22.53,38.14,6.33,98.53,77.83,23.48,19.45,19.31,28.2,17.78,23.28,2.14
TXH4,-89.38439,43.07472,2019,8,4,216,2019-08-04,33.07,24.04,37.99,3.97,98.39,81.05,23.65,20.25,20.2,28.11,18.56,23.9,1.55
TXH4,-89.38439,43.07472,2019,8,5,217,2019-08-05,34.2,20.83,37.83,10.04,97.98,84.81,23.66,20.98,20.95,27.61,19.46,23.47,4.01
TXH4,-89.38439,43.07472,2019,8,6,218,2019-08-06,32,22.84,37.67,15.19,97.72,78.26,22.5,18.58,18.51,26.51,19.12,22.22,2.87
TXH4,-89.38439,43.07472,2019,8,7,219,2019-08-07,32.18,24.56,37.5,8.69,97.65,80.78,22.84,19.41,19.26,27.23,16.77,22.52,4.36
TXH4,-89.38439,43.07472,2019,8,8,220,2019-08-08,27.87,25.58,37.33,0.49,97.85,76.8,19.61,15.48,15.35,23.63,14.74,19.61,4.36
TXH4,-89.38439,43.07472,2019,8,9,221,2019-08-09,27.74,25.72,37.16,0,98.19,73.08,18.56,13.71,13.61,23.77,12,18.43,3.23
TXH4,-89.38439,43.07472,2019,8,10,222,2019-08-10,32.54,14.42,36.98,2.99,98.29,73.39,20.56,15.72,15.6,25.22,14.73,20.38,1.48
TXH4,-89.38439,43.07472,2019,8,11,223,2019-08-11,34.8,11.42,36.8,8.78,98.16,86.7,21.69,19.39,19.35,25.78,18.04,21.74,2.4
TXH4,-89.38439,43.07472,2019,8,12,224,2019-08-12,33.98,12.04,36.62,2.43,97.87,84.27,22.84,20.07,20.06,26.95,18.34,23.19,1.76
TXH4,-89.38439,43.07472,2019,8,13,225,2019-08-13,33.88,12.55,36.43,6.08,97.87,84.43,21.9,19.17,19.12,26.56,17.76,22.36,2.76
TXH4,-89.38439,43.07472,2019,8,14,226,2019-08-14,33.03,9.4,36.24,3.99,98.22,87.82,18.5,16.44,16.44,21.33,15.12,18.53,3.65
TXH4,-89.38439,43.07472,2019,8,15,227,2019-08-15,29.57,22.65,36.04,0.33,98.32,74.46,19.22,14.64,14.58,24.41,13.03,19.42,2.22
TXH4,-89.38439,43.07472,2019,8,16,228,2019-08-16,32.22,17.17,35.84,4.1,97.88,85.76,20.04,17.59,17.54,24.7,16.55,19.84,4.51
TXH4,-89.38439,43.07472,2019,8,17,229,2019-08-17,31.02,17.75,35.64,0.22,97.85,80.12,20.93,17.42,17.37,25.39,16.45,20.46,2.01
TXH4,-89.38439,43.07472,2019,8,18,230,2019-08-18,32.53,15.62,35.44,9.15,97.68,90.78,21.1,19.53,19.42,24.26,16.77,20.66,4.8
TXH4,-89.38439,43.07472,2019,8,19,231,2019-08-19,28.67,24.49,35.23,0,98.31,74.33,20.15,15.52,15.38,25.43,13.66,20.11,1.91
TXH4,-89.38439,43.07472,2019,8,20,232,2019-08-20,31.27,16.6,35.02,1.07,98.2,85.6,21.68,19.18,18.94,26.14,16.11,21.27,2.68
TXH4,-89.38439,43.07472,2019,8,21,233,2019-08-21,30.83,17.73,34.8,0.14,98.18,83.15,21.13,18.18,17.97,25.19,15.65,21.09,3.71
TXH4,-89.38439,43.07472,2019,8,22,234,2019-08-22,29.11,16.4,34.58,0.01,98.46,74.03,18.22,13.58,13.5,23.15,13.47,18.46,3.13
TXH4,-89.38439,43.07472,2019,8,23,235,2019-08-23,28.41,20.74,34.36,0,98.99,74.33,17.15,12.61,12.55,22.65,11.98,17.42,3.3
TXH4,-89.38439,43.07472,2019,8,24,236,2019-08-24,28.13,15.68,34.13,0,99.11,76.05,17.12,12.93,12.87,23.39,11.09,17.22,3.67
TXH4,-89.38439,43.07472,2019,8,25,237,2019-08-25,30.19,15.24,33.91,0.04,98.54,79.12,17.6,13.98,13.94,22.31,12.9,17.49,4.01
TXH4,-89.38439,43.07472,2019,8,26,238,2019-08-26,33.53,4.14,33.67,18.92,97.53,93.37,19.32,18.2,18.15,22.93,16.63,19.21,3.97
TXH4,-89.38439,43.07472,2019,8,27,239,2019-08-27,28.61,21.45,33.44,0.28,97.57,76.61,19.22,15.07,14.94,24.33,14.23,19.06,5.62
TXH4,-89.38439,43.07472,2019,8,28,240,2019-08-28,27.55,18.99,33.2,0,97.94,73.97,16.46,11.87,11.83,21.35,12.37,16.47,6.16
TXH4,-89.38439,43.07472,2019,8,29,241,2019-08-29,28.75,19.29,32.96,0.21,97.88,80.02,18.39,14.92,14.61,26.8,11.26,18.07,5.99
TXH4,-89.38439,43.07472,2019,8,30,242,2019-08-30,26.35,22.6,32.72,0,98.74,70.08,16.21,10.83,10.75,21.48,9.69,15.96,3.27
TXH4,-89.38439,43.07472,2019,8,31,243,2019-08-31,28.85,7.05,32.47,0.14,99.13,68.33,16.73,10.95,10.86,21.82,11.78,16.61,2.86
TXH4,-89.38439,43.07472,2019,9,1,244,2019-09-01,30.28,20.68,32.22,0.38,98.69,75.16,18.37,13.95,13.88,23.79,13.79,18.63,1.63
TXH4,-89.38439,43.07472,2019,9,2,245,2019-09-02,33.57,15.06,31.97,8.19,98.49,83.83,20.54,17.73,17.64,25.72,15.28,20.88,2.77
TXH4,-89.38439,43.07472,2019,9,3,246,2019-09-03,32.67,13.28,31.74,2.49,97.74,83.27,21.27,18.34,18.14,26.96,17.08,20.98,7.35
TXH4,-89.38439,43.07472,2019,9,4,247,2019-09-04,29.22,9.8,31.53,0.05,98.64,75.31,16.03,11.72,11.65,20.16,12.09,16.41,2.87
TXH4,-89.38439,43.07472,2019,9,5,248,2019-09-05,29.57,20.76,31.31,0.03,98.55,77.35,16.78,12.84,12.69,22.52,10.21,16.77,3.16
TXH4,-89.38439,43.07472,2019,9,6,249,2019-09-06,30.84,11.97,31.09,0.16,98.18,80.46,17.93,14.55,14.49,21.67,13.15,18.14,5.99
