date,location,rainfall,temp,temp_min,temp_max,allsky_sfc_sw_dwn,ps,rh2m,t2mdew,t2mwet,ws2m,dnr,GDD,source_temp,source_rain
2019-11-06,NEH2,0,2.01,-4.16,6.49,10.73,97.72,83.88,-0.44,-0.72,4.72,14.11,0,NASA,NASA
2019-11-07,NEH2,0,-3.64,-7.85,1.47,12.59,98.48,55.67,-11.23,-10.36,2.37,14.11,0,NASA,NASA
2019-11-08,NEH2,0,0.86,-3.93,7.45,11.33,97.55,65.33,-4.88,-4.82,3.89,14.11,0,NASA,NASA
2019-11-09,NEH2,0,8.22,0.76,18.56,11.23,96.58,74.2,3.94,3.51,2.82,14.11,0,NASA,NASA
2019-11-10,NEH2,0.28,3.46,-3.72,8.54,10.78,97.02,79.95,0.33,0,4.99,14.11,0,NASA,NASA
2019-11-11,NEH2,0.72,-6.87,-9.57,-4.47,8.06,98.56,54.23,-14.58,-13.22,6.54,14.11,0,NASA,NASA
2019-11-12,NEH2,0,-5.53,-9.91,-0.21,10.22,97.95,53.95,-13.4,-12.27,4.47,14.11,0,NASA,NASA
2019-11-13,NEH2,0.04,-0.74,-4.8,5.68,8.53,96.69,76.15,-4.4,-4.63,3.2,14.11,0,NASA,NASA
2019-06-03,NYH1,0.05,10.49,6.35,14.81,25.38,98.2,65.09,4.27,4.2,0.46,17.89,0.49,NASA,NASA
2019-06-04,NYH1,0.76,12.83,4.41,18.36,12.79,98.36,70.74,7.71,7.39,0.31,17.89,2.83,NASA,NASA
2019-06-05,NYH1,12.36,18.29,14.35,24.32,15.16,97.56,83.2,15.4,15.32,0.22,17.89,8.29,NASA,NASA
2019-06-06,NYH1,0.24,16.54,12.45,21.78,21.2,97.8,74.41,12.04,11.87,0.29,17.89,6.54,NASA,NASA
2019-06-07,NYH1,0,17.52,10.8,23.79,29.12,98.31,58.31,9.32,9.19,0.42,17.89,7.52,NASA,NASA
2019-06-08,NYH1,0,17.38,8.52,24.55,29.09,98.88,59.56,9.5,9.31,0.36,17.89,7.38,NASA,NASA
2019-06-09,NYH1,0,18.64,11.66,24.95,27.94,99.04,65.97,12.25,12.12,0.35,17.89,8.64,NASA,NASA
2019-06-10,NYH1,13.18,16.98,12.24,21.1,6.49,98.18,83.8,14.23,13.93,0.39,17.89,6.98,NASA,NASA
2019-06-11,NYH1,0.77,14.81,9.62,19.44,28.24,98.47,67.02,8.82,8.7,0.45,17.89,4.81,NASA,NASA
2019-06-12,NYH1,0,15.99,7.26,22.51,28.39,98.6,63.85,9.23,8.99,0.36,17.89,5.99,NASA,NASA
2019-06-13,NYH1,8.94,15.58,13.13,18.07,4.16,97.48,81.13,12.38,12.34,0.39,17.89,5.58,NASA,NASA
2019-06-14,NYH1,1.89,14.69,10.74,19.63,19.16,97.86,70.47,9.45,9.33,0.51,17.89,4.69,NASA,NASA
2019-06-15,NYH1,2.12,17.56,12.16,22.76,15.11,98.09,71.43,12.41,12.23,0.43,17.89,7.56,NASA,NASA
2019-06-16,NYH1,15.54,16.01,10.38,19.55,4.19,97.82,91.09,14.54,14.34,0.22,17.89,6.01,NASA,NASA
2019-06-17,NYH1,0.17,17.09,9.37,23.46,24.02,98.29,70.39,11.74,11.4,0.24,17.89,7.09,NASA,NASA
2019-06-18,NYH1,3.55,19.97,15.44,26.39,14.36,98.02,77.68,16.01,15.9,0.27,17.89,9.97,NASA,NASA
2019-06-19,NYH1,2.99,21.41,14.92,26.88,20.22,97.6,75.86,17.05,16.89,0.23,17.89,11.41,NASA,NASA
2019-06-20,NYH1,27.06,19.72,15.09,24.22,8.82,96.89,89.92,18.01,17.96,0.26,17.89,9.72,NASA,NASA
2019-06-21,NYH1,8.83,17.08,13.51,21.53,24.42,97.57,76.19,12.91,12.86,0.37,17.89,7.08,NASA,NASA
2019-06-22,NYH1,0.05,16.81,11.85,21.97,28.73,98.37,71.14,11.62,11.56,0.37,17.89,6.81,NASA,NASA
2019-06-23,NYH1,0,18.92,11.19,24.76,29.55,98.36,63.45,11.93,11.8,0.34,17.89,8.92,NASA,NASA
2019-06-24,NYH1,7.61,20.01,14.01,25.15,10.3,97.79,74.23,15.36,15.07,0.43,17.89,10.01,NASA,NASA
2019-06-25,NYH1,3.51,21.57,16.38,26.46,25.13,97.76,77.23,17.47,17.37,0.38,17.89,11.57,NASA,NASA
2019-06-26,NYH1,0.4,21.57,14.53,27.55,26.6,98.37,74.16,16.85,16.7,0.33,17.89,11.57,NASA,NASA
2019-06-27,NYH1,0.01,22.66,15.31,29.36,25.65,98.85,64.86,15.82,15.69,0.3,17.89,12.66,NASA,NASA
2019-06-28,NYH1,0.07,24.7,16.59,32,28.18,98.79,59.92,16.51,16.32,0.3,17.89,14.7,NASA,NASA
2019-06-29,NYH1,1.92,23.09,18.91,27.67,19.61,98.23,78.76,19.26,19.19,0.3,17.89,13.09,NASA,NASA
2019-06-30,NYH1,0.26,18.88,14.7,22.17,21.74,98.01,75.35,14.49,14.34,0.41,17.89,8.88,NASA,NASA
2019-07-01,NYH1,0,20.25,12.69,26.62,26.32,98.19,67.98,14.25,14.12,0.32,17.93,10.25,NASA,NASA
2019-07-02,NYH1,1.11,21.95,16.52,27.39,13.61,97.76,78.85,18.17,18.09,0.33,17.93,11.95,NASA,NASA
2019-07-03,NYH1,0.3,23.81,18.17,29.72,23.21,98.01,71.78,18.51,18.41,0.32,17.93,13.81,NASA,NASA
2019-07-04,NYH1,1.31,24.29,18.44,29.03,24.89,98.49,75.68,19.81,19.7,0.3,17.93,14.29,NASA,NASA
2019-07-05,NYH1,5.18,24.96,21.32,28.81,22.06,98.48,84.29,22.16,22.12,0.29,17.93,14.96,NASA,NASA
2019-07-06,NYH1,13.09,24.3,19.87,29.88,12.42,98.06,86.25,21.87,21.85,0.28,17.93,14.3,NASA,NASA
2019-07-07,NYH1,0.69,20.4,15.48,25.46,22.04,98.29,72.88,15.46,15.28,0.33,17.93,10.4,NASA,NASA
2019-07-08,NYH1,0.38,20.25,13.62,26.66,28,98.36,67.1,14.05,13.91,0.32,17.93,10.25,NASA,NASA
2019-07-09,NYH1,0.02,23.38,16.31,31.32,28.75,98.54,52.8,13.27,13.07,0.22,17.93,13.38,NASA,NASA
2019-07-10,NYH1,0.34,25.17,17.88,31.86,27.35,98.28,69.14,19.23,19.01,0.25,17.93,15.17,NASA,NASA
2019-07-11,NYH1,2.98,24.46,21.27,27.75,10.79,97.71,83.99,21.61,21.59,0.29,17.93,14.46,NASA,NASA
2019-07-12,NYH1,0.18,21.2,16.99,25.74,10.62,97.75,75.98,16.87,16.78,0.37,17.93,11.2,NASA,NASA
2019-07-13,NYH1,0.58,22.89,15.56,29.49,27.78,98.05,65.19,16.12,15.87,0.3,17.93,12.89,NASA,NASA
2019-07-14,NYH1,0.22,21.99,16.58,26.59,27.31,98.34,70.45,16.47,16.31,0.37,17.93,11.99,NASA,NASA
2019-07-15,NYH1,0.05,21.93,14.77,28.25,26.82,98.58,65.21,15.21,15.09,0.27,17.93,11.93,NASA,NASA
2019-07-16,NYH1,9.86,25.25,18.53,31.96,22.8,98.31,72.3,20.01,19.74,0.33,17.93,15.25,NASA,NASA
2019-07-17,NYH1,16.11,23.47,20.91,25.59,10.74,98.06,90.74,21.86,21.88,0.26,17.93,13.47,NASA,NASA
2019-07-18,NYH1,0.47,25.55,19.87,31.03,20.27,98,72.15,20.27,20.15,0.22,17.93,15.55,NASA,NASA
2019-07-19,NYH1,1.29,26.62,21.23,32,18.55,97.82,78.05,22.56,22.41,0.33,17.93,16.62,NASA,NASA
2019-07-20,NYH1,2.31,27.12,24.06,31.73,22.05,97.77,81.57,23.75,23.7,0.31,17.93,17.12,NASA,NASA
2019-07-21,NYH1,0.46,25.08,19.99,29.67,25.4,97.83,71.05,19.58,19.22,0.37,17.93,15.08,NASA,NASA
2019-07-22,NYH1,16.8,19.84,17.23,21.52,2.6,97.84,88.59,17.89,17.91,0.28,17.93,9.84,NASA,NASA
2019-07-23,NYH1,0.88,20.95,16.77,25.81,20.28,97.99,67.21,14.74,14.54,0.31,17.93,10.95,NASA,NASA
2019-07-24,NYH1,0.52,20.71,14.34,25.92,23.59,98.39,62.58,13.42,13.3,0.28,17.93,10.71,NASA,NASA
2019-07-25,NYH1,0.04,21.82,14.75,27.44,26.06,98.79,62.62,14.47,14.33,0.38,17.93,11.82,NASA,NASA
2019-07-26,NYH1,0.08,23.61,15.96,31,26.17,99.14,59.27,15.31,15.13,0.3,17.93,13.61,NASA,NASA
2019-07-27,NYH1,0.37,24.15,17.63,30.07,23.8,98.92,64.75,17.22,17.06,0.36,17.93,14.15,NASA,NASA
2019-07-28,NYH1,2.68,23.75,20.27,28.22,16.39,98.46,77.06,19.56,19.48,0.38,17.93,13.75,NASA,NASA
2019-07-29,NYH1,3.07,24.85,19.79,30.67,22.72,98.2,74.8,20.17,20.06,0.3,17.93,14.85,NASA,NASA
2019-07-30,NYH1,6.7,24.55,20.36,30.35,21.51,98.15,76.28,20.18,20.08,0.31,17.93,14.55,NASA,NASA
2019-07-31,NYH1,1.43,22.88,18.82,27.43,20.07,98.53,72.87,17.84,17.69,0.3,17.93,12.88,NASA,NASA
2019-08-01,NYH1,0.01,22.29,16.97,28.33,24.93,98.74,64.21,15.31,15.12,0.36,16.74,12.29,NASA,NASA
2019-08-02,NYH1,0.14,23.17,14.91,30.46,25.69,98.68,57.35,14.38,14.12,0.26,16.74,13.17,NASA,NASA
2019-08-03,NYH1,0.5,24.06,18.94,30.23,23.43,98.31,60.87,16.15,15.87,0.28,16.74,14.06,NASA,NASA
2019-08-04,NYH1,0.36,21.36,17.29,26.49,19.98,98.27,64.38,14.47,14.26,0.33,16.74,11.36,NASA,NASA
2019-08-05,NYH1,0,22.58,14.27,30.02,26.86,98.23,48.65,11.24,10.97,0.33,16.74,12.58,NASA,NASA
2019-08-06,NYH1,4.22,24,18.97,31.23,19.03,97.73,68.33,17.92,17.74,0.32,16.74,14,NASA,NASA
2019-08-07,NYH1,15.83,21.14,19.35,24.97,10.98,97.56,91.29,19.65,19.67,0.27,16.74,11.14,NASA,NASA
2019-08-08,NYH1,8.49,21.9,17.67,27.68,15.79,97.36,76.98,17.75,17.64,0.38,16.74,11.9,NASA,NASA
2019-08-09,NYH1,3,20.11,15.72,25.38,23.12,97.61,68.02,14.12,13.9,0.43,16.74,10.11,NASA,NASA
2019-08-10,NYH1,0.68,18.37,14.16,23.24,20.03,97.93,67.72,12.39,12.23,0.43,16.74,8.37,NASA,NASA
2019-08-11,NYH1,0.02,19.84,13.12,26.28,23.4,98.37,64.29,13,12.87,0.4,16.74,9.84,NASA,NASA
2019-08-12,NYH1,0.54,22.04,15.51,27.62,22.3,98.04,67.15,15.77,15.62,0.33,16.74,12.04,NASA,NASA
2019-08-13,NYH1,4.39,22.87,19.03,27,13.84,97.65,78.71,19.03,18.97,0.26,16.74,12.87,NASA,NASA
2019-08-14,NYH1,0.29,21.59,16.65,27.03,23.81,98,68.85,15.72,15.55,0.32,16.74,11.59,NASA,NASA
2019-08-15,NYH1,6.53,21.35,14.34,27.88,20.88,98.29,72.32,16.26,16.09,0.27,16.74,11.35,NASA,NASA
2019-08-16,NYH1,11.52,22.5,18.71,27.64,16.44,98.21,80.46,19.01,18.96,0.21,16.74,12.5,NASA,NASA
2019-08-17,NYH1,12.03,21.48,18.15,26.64,12.87,98.2,89.05,19.59,19.59,0.3,16.74,11.48,NASA,NASA
2019-08-18,NYH1,4.95,23.33,18.52,28.87,19.37,98.16,83.49,20.4,20.36,0.29,16.74,13.33,NASA,NASA
2019-08-19,NYH1,2.05,23.52,19.49,28.99,20.32,98.26,78.58,19.64,19.56,0.37,16.74,13.52,NASA,NASA
2019-08-20,NYH1,0.31,24.02,17.37,30.78,23.41,98.5,66.55,17.52,17.29,0.29,16.74,14.02,NASA,NASA
2019-08-21,NYH1,6.62,23.87,20.81,29.12,16.28,97.91,78.55,19.98,19.89,0.3,16.74,13.87,NASA,NASA
2019-08-22,NYH1,0.38,21.13,15.22,26.08,12.43,98.03,71.34,15.84,15.57,0.36,16.74,11.13,NASA,NASA
2019-08-23,NYH1,0.02,18.1,13.98,22.95,15.49,98.57,68.16,12.23,12.1,0.37,16.74,8.1,NASA,NASA
2019-08-24,NYH1,0,17.57,12.55,21.9,13.81,99.12,67.92,11.66,11.52,0.32,16.74,7.57,NASA,NASA
2019-08-25,NYH1,0.01,18.54,12.46,24.54,16.42,99.19,68.56,12.73,12.64,0.33,16.74,8.54,NASA,NASA
2019-08-26,NYH1,0,18.31,11.5,24.86,23.3,98.86,62.11,11.02,10.81,0.38,16.74,8.31,NASA,NASA
2019-08-27,NYH1,2.05,19.32,15.32,23.38,11.49,98.19,76.75,15.2,15.11,0.44,16.74,9.32,NASA,NASA
2019-08-28,NYH1,15.44,19.93,15.5,24.02,3.52,97.84,86.26,17.57,17.52,0.31,16.74,9.93,NASA,NASA
2019-08-29,NYH1,0.11,18.75,13.58,24.43,16.99,98.09,69.93,13.23,13.14,0.39,16.74,8.75,NASA,NASA
2019-08-30,NYH1,0.03,19.61,14.88,25.37,19.2,98.29,64.38,12.8,12.66,0.44,16.74,9.61,NASA,NASA
2019-08-31,NYH1,0.01,17.14,12.78,22.55,18.99,99.21,64.28,10.43,10.31,0.41,16.74,7.14,NASA,NASA
2019-09-01,NYH1,9.94,17.56,12.07,23.63,10.25,99.08,75.49,13.23,12.99,0.38,15.37,7.56,NASA,NASA
2019-09-02,NYH1,13.29,19.1,15.86,23.54,11.2,98.34,84.3,16.41,16.39,0.42,15.37,9.1,NASA,NASA
2019-09-03,NYH1,0.52,19.95,14.15,25.51,18.04,98.29,76.08,15.67,15.59,0.31,15.37,9.95,NASA,NASA
2019-09-04,NYH1,4.17,19.87,12.95,25.05,17.7,98.01,73.87,15.15,14.97,0.49,15.37,9.87,NASA,NASA
2019-09-05,NYH1,0.1,16.83,11.94,23.4,18.83,98.63,68.79,11.15,11.05,0.35,15.37,6.83,NASA,NASA
2019-09-06,NYH1,0.36,17.26,10.22,24.32,20.63,98.07,67.53,11.28,11.1,0.36,15.37,7.26,NASA,NASA
2019-09-07,NYH1,1.07,16.6,13.44,21.19,11.73,97.87,79.47,13.07,13.01,0.39,15.37,6.6,NASA,NASA
2019-09-08,NYH1,0.2,15.87,11.09,21.56,16.17,98.54,73.64,11.23,11.13,0.37,15.37,5.87,NASA,NASA
2019-09-09,NYH1,0.03,14.68,8.95,21.62,17.62,99.21,71.06,9.55,9.5,0.37,15.37,4.68,NASA,NASA
2019-09-10,NYH1,1.41,19.21,10.16,26.6,19.84,99.05,75.37,14.82,14.45,0.3,15.37,9.21,NASA,NASA
2019-09-11,NYH1,5.32,23.47,18.91,29.91,NA,98.63,76.64,19.2,19.13,0.28,15.37,13.47,NASA,NASA
2019-09-12,NYH1,2.47,17.88,13.11,22.01,6.72,98.89,80.13,14.45,14.22,0.39,15.37,7.88,NASA,NASA
2019-09-13,NYH1,0.25,16.91,9.68,23.12,13.05,99.27,71.03,11.7,11.6,0.54,15.37,6.91,NASA,NASA
2019-09-14,NYH1,2.44,19.01,14.07,25.37,9.46,98.78,71.95,13.92,13.81,0.49,15.37,9.01,NASA,NASA
2019-09-15,NYH1,1.57,17.56,11.53,23.54,17.54,98.75,78.77,13.87,13.78,0.23,15.37,7.56,NASA,NASA
2019-09-16,NYH1,0.41,16.98,12.06,22.67,15.28,98.65,76.51,12.87,12.75,0.31,15.37,6.98,NASA,NASA
2019-09-17,NYH1,0,16.28,11.5,23.07,19.77,98.93,65.11,9.79,9.7,0.45,15.37,6.28,NASA,NASA
2019-09-18,NYH1,0,15.58,9.16,22.81,NA,99.18,68.31,9.84,9.72,0.39,15.37,5.58,NASA,NASA
2019-09-19,NYH1,0,15.97,9.06,24.21,19.66,99.21,57.9,7.75,7.61,0.3,15.37,5.97,NASA,NASA
2019-09-20,NYH1,0,18.18,9.95,26.72,18.64,99,54.13,8.8,8.7,0.28,15.37,8.18,NASA,NASA
2019-09-21,NYH1,0,21.24,13.87,29.83,19.02,98.92,52,11.03,10.93,0.42,15.37,11.24,NASA,NASA
2019-09-22,NYH1,0.01,23.19,16.43,30.76,15.77,98.43,65.03,16.37,16.13,0.28,15.37,13.19,NASA,NASA
2019-09-23,NYH1,9.07,21.07,15.6,26.22,5.55,97.66,78.25,17.19,17.13,0.37,15.37,11.07,NASA,NASA
2019-09-24,NYH1,1.74,16.05,11.76,20.18,12.57,97.8,75.54,11.78,11.62,0.47,15.37,6.05,NASA,NASA
2019-09-25,NYH1,0.02,18.38,10.45,26.2,17.12,97.72,68.7,12.61,12.5,0.29,15.37,8.38,NASA,NASA
2019-09-26,NYH1,2.81,17.24,10.74,21.84,2.51,97.67,68.08,11.38,11.19,0.42,15.37,7.24,NASA,NASA
2019-09-27,NYH1,0.04,16.8,9.18,23.69,17.75,98.39,57.07,8.31,8.23,0.45,15.37,6.8,NASA,NASA
2019-09-28,NYH1,2.3,20.01,15.73,28.04,14.22,98.37,74.72,15.46,15.2,0.35,15.37,10.01,NASA,NASA
2019-09-29,NYH1,0.43,14.25,10.17,18.57,14.63,99.38,71.54,9.25,8.76,0.34,15.37,4.25,NASA,NASA
2019-09-30,NYH1,1.34,16.31,10.98,21.81,4.33,98.94,79.44,12.79,12.35,0.3,15.37,6.31,NASA,NASA
2019-10-01,NYH1,1.57,23.2,17.81,30.62,16.35,98.09,72.15,18,17.9,0.3,12.6,13.2,NASA,NASA
2019-10-02,NYH1,8.27,16.45,9.55,19.62,5.99,98.07,88.76,14.58,14,0.33,12.6,6.45,NASA,NASA
2019-10-03,NYH1,8.98,11.27,8.52,14.49,3.19,98.3,92.54,10.08,9.83,0.34,12.6,1.27,NASA,NASA
2019-10-04,NYH1,0.93,9.1,3.76,12.24,4.81,99.03,80.01,5.85,5.52,0.48,12.6,0,NASA,NASA
2019-10-05,NYH1,0.01,8.57,1,16.33,17.23,99.41,59.24,1.1,1.03,0.45,12.6,0,NASA,NASA
2019-10-06,NYH1,4.37,14.52,8.52,20.57,4.2,98.66,79.31,11.01,10.6,0.46,12.6,4.52,NASA,NASA
2019-10-07,NYH1,19.92,12.9,10.77,14.9,3.55,98.72,90.53,11.37,11.35,0.27,12.6,2.9,NASA,NASA
2019-10-08,NYH1,0.02,11.74,6.4,18.31,15.56,99.24,69.74,6.45,6.33,0.46,12.6,1.74,NASA,NASA
2019-10-09,NYH1,0.02,9.84,5.54,16.72,13.57,99.33,76.18,5.88,5.83,0.38,12.6,0,NASA,NASA
2019-10-10,NYH1,0.02,10.92,4.42,19.35,15.65,99.25,69.75,5.67,5.57,0.4,12.6,0.92,NASA,NASA
2019-10-11,NYH1,0,12.21,4.71,20.89,15.71,98.83,63.7,5.6,5.42,0.42,12.6,2.21,NASA,NASA
2019-10-12,NYH1,2.42,10.27,5.33,15.23,3.68,98.24,88.9,8.51,8.42,0.38,12.6,0.27,NASA,NASA
2019-10-13,NYH1,0.02,9.64,2.88,18.01,15.02,98.3,59.71,2.23,2.11,0.48,12.6,0,NASA,NASA
2019-10-14,NYH1,0.09,8.58,4.52,14.43,8.82,98.18,73.79,4.21,4.15,0.38,12.6,0,NASA,NASA
2019-10-15,NYH1,0.06,8.59,2.23,16.02,14.59,98.51,67.71,3.01,2.92,0.35,12.6,0,NASA,NASA
2019-10-16,NYH1,19.81,10.12,6.38,15.35,2.89,97.08,88.29,8.26,8.04,0.47,12.6,0.119999999999999,NASA,NASA
2019-10-17,NYH1,9.99,7.2,6.4,8.02,2.54,96.6,92.6,6.06,6.1,0.65,12.6,0,NASA,NASA
2019-10-18,NYH1,0.53,6.22,2.09,10.52,7.28,98.08,81.04,3.22,3.2,0.48,12.6,0,NASA,NASA
2019-10-19,NYH1,0.01,7.31,1.54,14.53,14.16,98.4,73.01,2.83,2.8,0.28,12.6,0,NASA,NASA
2019-10-20,NYH1,0.03,9.63,5.38,16.46,7.11,98.15,79.4,6.26,6.15,0.3,12.6,0,NASA,NASA
2019-10-21,NYH1,0.12,11.6,6.85,18.38,13.49,98.39,78.25,7.97,7.92,0.25,12.6,1.6,NASA,NASA
2019-10-22,NYH1,14.49,12.99,9.81,15.86,1.74,97.75,88.98,11.2,11.19,0.37,12.6,2.99,NASA,NASA
2019-10-23,NYH1,0.16,9.6,5.8,14.5,12.66,98.17,73.49,5.14,4.9,0.43,12.6,0,NASA,NASA
2019-10-24,NYH1,0.03,10.47,5.94,17.75,10.02,98.9,69.48,5.18,4.91,0.41,12.6,0.470000000000001,NASA,NASA
2019-10-25,NYH1,0.85,9.46,6.58,14.33,3.22,99.12,86.26,7.27,7.28,0.24,12.6,0,NASA,NASA
2019-10-26,NYH1,7.08,9.22,6.22,12.85,9.33,98.89,82.66,6.43,6.41,0.34,12.6,0,NASA,NASA
2019-10-27,NYH1,7.54,12.58,9.77,18.31,5.61,97.68,84.96,10.12,10.07,0.55,12.6,2.58,NASA,NASA
2019-10-28,NYH1,0.05,11.76,6.69,18.3,12.4,98.65,77.63,8.01,7.97,0.31,12.6,1.76,NASA,NASA
2019-10-29,NYH1,0.02,13.3,8.99,18.8,9.04,98.83,82.99,10.49,10.46,0.34,12.6,3.3,NASA,NASA
2019-10-30,NYH1,2.34,12.65,10.5,15.08,3.16,98.82,94.23,11.72,11.73,0.19,12.6,2.65,NASA,NASA
2019-10-31,NYH1,39.98,15.39,9.11,20.99,1.26,97.01,94.73,14.53,14.26,0.38,12.6,5.39,NASA,NASA
2019-11-01,NYH1,1.49,3.8,-0.2,6.62,4.23,98.34,69.66,-1.2,-1.22,0.73,8.57,0,NASA,NASA
2019-11-02,NYH1,0.35,3.41,-0.75,9.48,11.12,98.6,75.25,-0.53,-0.59,0.41,8.57,0,NASA,NASA
2019-11-03,NYH1,0.59,2.75,-1.14,6.75,4.4,98.57,84.43,0.38,0.38,0.43,8.57,0,NASA,NASA
2019-11-04,NYH1,0.06,4.45,-0.9,7.99,4.02,98.83,76.29,0.66,0.62,0.5,8.57,0,NASA,NASA
2019-11-05,NYH1,2.12,5.61,1.66,8.09,2.37,98.67,90.46,4.15,4.12,0.42,8.57,0,NASA,NASA
2019-11-06,NYH1,0.1,2.56,-0.43,6.88,11,99.26,73.75,-1.62,-1.72,0.43,8.57,0,NASA,NASA
2019-11-07,NYH1,3.59,-0.11,-3.62,3.07,1.4,98.72,93.07,-1.13,-1.16,0.37,8.57,0,NASA,NASA
2019-11-08,NYH1,0.93,-3.4,-5.18,-1.65,6.43,99.02,77.08,-6.83,-6.56,0.45,8.57,0,NASA,NASA
2019-11-09,NYH1,0.05,-1.33,-5.09,2.67,8.78,98.76,73.89,-5.36,-5.17,0.46,8.57,0,NASA,NASA
2019-11-10,NYH1,0.7,2.2,-2.08,6.45,5.39,98.14,86.36,0.14,-0.03,0.37,8.57,0,NASA,NASA
2019-11-11,NYH1,6.11,-0.46,-3.06,1.96,1.77,98.39,92.84,-1.5,-1.57,0.36,8.57,0,NASA,NASA
2019-11-12,NYH1,4.05,-5.2,-7.36,-3.12,5.14,98.35,82.47,-7.73,-7.45,0.56,8.57,0,NASA,NASA
2019-11-13,NYH1,0.55,-6.64,-8.08,-4.7,6.94,99.3,73.08,-10.64,-9.92,0.42,8.57,0,NASA,NASA
2019-11-14,NYH1,0.27,-2.83,-6.69,1.07,3.38,98.99,84.45,-5.1,-5.05,0.47,8.57,0,NASA,NASA
2019-11-15,NYH1,0.03,-1.22,-5.13,2.68,6.13,98.94,91.36,-2.48,-2.52,0.49,8.57,0,NASA,NASA
2019-11-16,NYH1,0,-5.15,-8.75,-1.02,9.96,99.81,68.92,-9.94,-9.31,0.49,8.57,0,NASA,NASA
2019-11-17,NYH1,0,-3.16,-9.5,3.34,8.73,99.03,80.73,-6,-6.08,0.41,8.57,0,NASA,NASA
2019-11-18,NYH1,0.22,-0.25,-3.18,2.92,5.11,97.77,94.77,-1.01,-1.03,0.31,8.57,0,NASA,NASA
2019-11-19,NYH1,0.21,0.68,-1.33,3.87,4.16,97.67,93.53,-0.27,-0.23,0.4,8.57,0,NASA,NASA
2019-11-20,NYH1,0,0.93,-0.95,4.67,2.63,98.46,93.95,0.04,0.05,0.39,8.57,0,NASA,NASA
2019-11-21,NYH1,0.32,2.7,-0.48,5.93,6.55,98.47,89.61,1.13,1.13,0.37,8.57,0,NASA,NASA
2019-11-22,NYH1,1.09,2.99,-3.06,7.1,2.87,97.77,82.09,0.23,-0.33,0.69,8.57,0,NASA,NASA
2019-11-23,NYH1,0.29,-0.17,-4.4,5.69,8.43,97.84,75.33,-3.99,-3.9,0.38,8.57,0,NASA,NASA
2019-11-24,NYH1,2.18,1.01,-0.79,5.02,3.58,96.75,88.64,-0.68,-0.65,0.41,8.57,0,NASA,NASA
2019-11-25,NYH1,0.03,4.3,0.96,9.39,4.57,97.42,90.81,2.91,2.93,0.35,8.57,0,NASA,NASA
2019-11-26,NYH1,0.03,6.26,2.85,12.65,7.98,97.99,89.97,4.72,4.67,0.42,8.57,0,NASA,NASA
2019-11-27,NYH1,4.42,6.76,3.45,11.34,2.84,97.28,88.91,5.04,4.96,0.58,8.57,0,NASA,NASA
2019-11-28,NYH1,2.09,1.17,-2.42,3.86,2.44,98.41,84.8,-1.11,-1.26,0.81,8.57,0,NASA,NASA
2019-11-29,NYH1,0.16,-2.57,-3.77,-0.75,2.11,99.25,80.43,-5.48,-5.24,0.45,8.57,0,NASA,NASA
2019-11-30,NYH1,0.06,-3.09,-5.19,0.72,7.6,98.6,71.12,-7.56,-7.18,0.4,8.57,0,NASA,NASA
2019-12-01,NYH1,15.17,-3.63,-5.5,-1.85,0.49,97.43,83.38,-6.05,-6,0.66,9.04,0,NASA,NASA
2019-12-02,NYH1,6.83,-2.57,-5.22,-0.61,1.89,97.29,94.56,-3.35,-3.29,0.44,9.04,0,NASA,NASA
2019-12-03,NYH1,0.18,-5.72,-9.4,-1.36,5.73,97.23,92.94,-6.71,-6.62,0.51,9.04,0,NASA,NASA
2019-12-04,NYH1,1.71,-1.9,-4.96,0.58,2.44,96.53,97.29,-2.29,-2.37,0.46,9.04,0,NASA,NASA
2019-12-05,NYH1,1.38,-2.21,-6.46,-1.14,2.2,97.64,95.09,-2.91,-2.89,0.68,9.04,0,NASA,NASA
2019-12-06,NYH1,2.68,-3.82,-7.77,0.33,1.21,98.32,97.02,-4.24,-4.41,0.56,9.04,0,NASA,NASA
2019-12-07,NYH1,0.17,-5.81,-10.54,-2.82,5.29,99.44,89.44,-7.29,-7.05,0.59,9.04,0,NASA,NASA
2019-12-08,NYH1,0.03,-4.28,-12.23,0.23,5.31,99.06,98.18,-4.54,-5.07,0.99,9.04,0,NASA,NASA
2019-12-09,NYH1,4.62,1.88,0.31,3.79,1.73,97.64,96.64,1.38,1.35,0.93,9.04,0,NASA,NASA
2019-12-10,NYH1,1.25,1.89,-3.23,4.75,0.71,97.71,95.63,1.25,0.89,0.73,9.04,0,NASA,NASA
2019-12-11,NYH1,0.37,-3.54,-7.19,-0.83,7.8,99.12,68.61,-8.45,-8.01,0.79,9.04,0,NASA,NASA
2019-12-12,NYH1,0.01,-5.28,-9.72,-1.85,6.14,100.08,70.9,-9.71,-9.22,0.58,9.04,0,NASA,NASA
2019-05-23,NYH2,2.79,NA,NA,NA,11.3,98.14,83.08,14.95,14.64,0.35,15.73,NA,G2F,NASA
2019-05-24,NYH2,0.06,NA,NA,NA,12.89,98.47,75.46,9.39,9.36,0.43,15.73,NA,G2F,NASA
2019-05-25,NYH2,12.16,NA,NA,NA,16.96,98.35,87.11,13.96,13.53,0.39,15.73,NA,G2F,NASA
2019-05-26,NYH2,1.82,NA,NA,NA,20.01,98.11,79.56,14.49,14.31,0.31,15.73,NA,G2F,NASA
